exp1 | INFO flwr 2023-11-20 14:17:43,407 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-20 14:17:43,418 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-20 14:17:43,418 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-20 14:17:43,418 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-20 14:20:30,030 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-20 14:20:30,031 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-20 14:20:30,032 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-20 14:20:30,032 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:24:22,213 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-20 14:24:25,112 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-20 14:24:25,115 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:24:40,067 | server.py:187 | evaluate_round 1 received 0 results and 2 failures
