exp1 | INFO flwr 2023-11-19 23:25:02,158 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=60, round_timeout=None)
exp1 | INFO flwr 2023-11-19 23:25:21,031 | app.py:172 | Flower ECE: gRPC server running (60 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-19 23:25:21,031 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-19 23:25:21,032 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-19 23:52:33,026 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-19 23:52:33,028 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-19 23:52:33,028 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-19 23:52:33,028 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-19 23:57:04,431 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-19 23:57:07,128 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-19 23:57:07,128 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-19 23:57:29,471 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-19 23:57:29,493 | server.py:223 | fit_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:01:58,713 | server.py:237 | fit_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:01:59,125 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:02:45,580 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:02:45,581 | server.py:223 | fit_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:06:43,278 | server.py:237 | fit_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:06:43,650 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:07:05,398 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:07:05,398 | server.py:223 | fit_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:11:06,347 | server.py:237 | fit_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:11:06,726 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:11:29,667 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:11:29,667 | server.py:223 | fit_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:16:00,702 | server.py:237 | fit_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:16:01,093 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:16:42,683 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:16:42,684 | server.py:223 | fit_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 00:20:08,515 | server.py:237 | fit_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 00:20:08,878 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
