exp1 | INFO flwr 2023-11-24 20:55:06,409 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=60, round_timeout=None)
exp1 | INFO flwr 2023-11-24 20:55:07,707 | app.py:172 | Flower ECE: gRPC server running (60 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-24 20:55:07,707 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-24 20:55:07,707 | server.py:269 | Using initial parameters provided by strategy
exp1 | INFO flwr 2023-11-24 20:55:07,707 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-24 20:59:23,623 | server.py:95 | initial parameters (loss, other metrics): 0.0, {'CBIS-DDSM': [{'Accuracy': 0.5265151515151515, 'Loss': 0.6917753885774052, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.24937655860349128, 'Loss': 0.7082365424025292, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': 0.6931024733043852, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.49744897959183676, 'Loss': 0.6934827184677124, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.49744897959183676, 'PRAUC': 0.25}]}
exp1 | INFO flwr 2023-11-24 20:59:23,628 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-24 20:59:23,628 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-24 21:07:15,917 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-24 21:07:16,514 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | INFO flwr 2023-11-24 21:08:53,508 | server.py:125 | fit progress: (1, 0.0, {'CBIS-DDSM': [{'Accuracy': 0.4734848484848485, 'Loss': 0.7168083471410415, 'Precision': 0.4734848484848485, 'Recall': 1.0, 'F1': 0.6426735218508998, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.7443890274314214, 'Loss': 0.6044955031544554, 'Precision': 0.7503152585119798, 'Recall': 0.9883720930232558, 'F1': 0.8530465949820788, 'AUC': 0.4991860465116279, 'PRAUC': 0.873707765543179}], 'VinDr': [{'Accuracy': 0.5, 'Loss': 0.7108706604866755, 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': 0.7121630418300628, 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}]}, 569.8801880259998)
