exp1 | INFO flwr 2023-11-21 17:02:05,150 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-21 17:02:06,847 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-21 17:02:06,847 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-21 17:02:06,848 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-21 17:07:23,602 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-21 17:07:23,603 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-21 17:07:23,603 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-21 17:11:56,816 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:21:21,261 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-21 17:21:26,285 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-21 17:21:26,285 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:23:15,759 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:23:15,760 | server.py:223 | fit_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:32:24,129 | server.py:237 | fit_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:32:24,480 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:33:23,413 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:33:23,414 | server.py:223 | fit_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:42:32,200 | server.py:237 | fit_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:42:32,529 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:43:33,631 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:43:33,632 | server.py:223 | fit_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:52:36,212 | server.py:237 | fit_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:52:36,507 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 17:53:36,940 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 17:53:36,941 | server.py:223 | fit_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 18:04:28,913 | server.py:237 | fit_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 18:04:30,701 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 18:05:29,832 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 18:05:29,832 | server.py:223 | fit_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 18:14:24,067 | server.py:237 | fit_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 18:14:24,424 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 18:15:25,159 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 18:15:25,159 | server.py:223 | fit_round 7: strategy sampled 2 clients (out of 2)
