exp1 | INFO flwr 2023-11-24 16:09:27,326 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-24 16:09:28,975 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-24 16:09:28,975 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-24 16:09:28,975 | server.py:269 | Using initial parameters provided by strategy
exp1 | INFO flwr 2023-11-24 16:09:28,975 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-24 16:21:00,763 | server.py:95 | initial parameters (loss, other metrics): 0.0, {'CBIS-DDSM': [{'Accuracy': 0.5265151515151515, 'Loss': tensor(0.6841, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.24937655860349128, 'Loss': tensor(0.7400, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': tensor(0.6406, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': tensor(0.7449, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}]}
exp1 | INFO flwr 2023-11-24 16:21:04,268 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-24 16:22:24,534 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-24 16:40:16,271 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-24 16:40:17,033 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | INFO flwr 2023-11-24 16:43:03,143 | server.py:125 | fit progress: (1, 0.0, {'CBIS-DDSM': [{'Accuracy': 0.4734848484848485, 'Loss': tensor(0.7880, device='cuda:0'), 'Precision': 0.4734848484848485, 'Recall': 1.0, 'F1': 0.6426735218508998, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.7506234413965087, 'Loss': tensor(0.5158, device='cuda:0'), 'Precision': 0.7506234413965087, 'Recall': 1.0, 'F1': 0.8575498575498576, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': tensor(0.9844, device='cuda:0'), 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': tensor(0.4548, device='cuda:0'), 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}]}, 1318.8745390609838)
exp1 | DEBUG flwr 2023-11-24 16:43:03,157 | server.py:173 | evaluate_round 1: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 16:46:14,998 | server.py:187 | evaluate_round 1 received 0 results and 4 failures
