exp1 | INFO flwr 2023-11-23 01:09:27,685 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-23 01:09:28,951 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-23 01:09:28,951 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-23 01:09:28,951 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-23 01:21:55,362 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-23 01:21:55,362 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-23 01:21:55,362 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-23 01:23:37,671 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-23 01:43:11,621 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-23 01:43:12,140 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-23 01:43:12,141 | server.py:173 | evaluate_round 1: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 01:47:25,544 | server.py:187 | evaluate_round 1 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 01:47:25,545 | server.py:223 | fit_round 2: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 02:23:22,035 | server.py:237 | fit_round 2 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 02:23:22,884 | server.py:173 | evaluate_round 2: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 02:27:01,048 | server.py:187 | evaluate_round 2 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 02:27:01,049 | server.py:223 | fit_round 3: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 03:03:22,247 | server.py:237 | fit_round 3 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 03:03:22,783 | server.py:173 | evaluate_round 3: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 03:07:02,499 | server.py:187 | evaluate_round 3 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 03:07:02,500 | server.py:223 | fit_round 4: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 03:42:51,952 | server.py:237 | fit_round 4 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 03:42:52,765 | server.py:173 | evaluate_round 4: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 03:47:12,361 | server.py:187 | evaluate_round 4 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 03:47:12,362 | server.py:223 | fit_round 5: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 04:23:31,862 | server.py:237 | fit_round 5 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 04:23:32,486 | server.py:173 | evaluate_round 5: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 04:27:13,440 | server.py:187 | evaluate_round 5 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 04:27:13,440 | server.py:223 | fit_round 6: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 05:02:45,628 | server.py:237 | fit_round 6 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 05:02:46,865 | server.py:173 | evaluate_round 6: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 05:07:00,377 | server.py:187 | evaluate_round 6 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 05:07:00,401 | server.py:223 | fit_round 7: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 05:42:56,390 | server.py:237 | fit_round 7 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 05:42:56,847 | server.py:173 | evaluate_round 7: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 05:46:31,716 | server.py:187 | evaluate_round 7 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 05:46:31,717 | server.py:223 | fit_round 8: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 06:21:51,094 | server.py:237 | fit_round 8 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 06:21:51,988 | server.py:173 | evaluate_round 8: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 06:25:25,200 | server.py:187 | evaluate_round 8 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 06:25:25,201 | server.py:223 | fit_round 9: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 07:00:48,435 | server.py:237 | fit_round 9 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 07:00:49,408 | server.py:173 | evaluate_round 9: strategy sampled 4 clients (out of 4)
