exp1 | INFO flwr 2023-11-24 18:48:58,041 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-24 18:48:58,238 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-24 18:48:58,239 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-24 18:48:58,239 | server.py:269 | Using initial parameters provided by strategy
exp1 | INFO flwr 2023-11-24 18:48:58,239 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-24 19:00:20,634 | server.py:95 | initial parameters (loss, other metrics): 0.0, {'CBIS-DDSM': [{'Accuracy': 0.5265151515151515, 'Loss': tensor(0.6847, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.2518703241895262, 'Loss': tensor(0.7281, device='cuda:0'), 'Precision': 1.0, 'Recall': 0.0033222591362126247, 'F1': 0.006622516556291392, 'AUC': 0.5016611295681063, 'PRAUC': 0.8757259674733432}], 'VinDr': [{'Accuracy': 0.5, 'Loss': tensor(0.6659, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': tensor(0.7255, device='cuda:0'), 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}]}
exp1 | INFO flwr 2023-11-24 19:00:22,635 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-24 19:01:55,640 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-24 19:19:51,119 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-24 19:19:51,644 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | INFO flwr 2023-11-24 19:21:29,747 | server.py:125 | fit progress: (1, 0.0, {'CBIS-DDSM': [{'Accuracy': 0.4734848484848485, 'Loss': tensor(0.7781, device='cuda:0'), 'Precision': 0.4734848484848485, 'Recall': 1.0, 'F1': 0.6426735218508998, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.7506234413965087, 'Loss': tensor(0.4601, device='cuda:0'), 'Precision': 0.7506234413965087, 'Recall': 1.0, 'F1': 0.8575498575498576, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': tensor(0.9725, device='cuda:0'), 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': tensor(0.4493, device='cuda:0'), 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}]}, 1267.111571097048)
exp1 | DEBUG flwr 2023-11-24 19:21:29,753 | server.py:173 | evaluate_round 1: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 19:25:00,234 | server.py:187 | evaluate_round 1 received 0 results and 4 failures
