exp1 | INFO flwr 2023-11-21 21:07:50,997 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-21 21:07:51,817 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-21 21:07:51,817 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-21 21:07:51,817 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-21 21:11:03,697 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-21 21:11:03,698 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-21 21:11:03,698 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-21 21:12:50,179 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:22:00,416 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-21 21:22:02,492 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-21 21:22:02,492 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:24:10,294 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:24:10,295 | server.py:223 | fit_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:33:24,495 | server.py:237 | fit_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:33:24,870 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:34:41,080 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:34:41,080 | server.py:223 | fit_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:43:32,938 | server.py:237 | fit_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:43:33,300 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:44:59,252 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:44:59,253 | server.py:223 | fit_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:54:38,111 | server.py:237 | fit_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:54:38,346 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 21:55:57,740 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 21:55:57,741 | server.py:223 | fit_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:05:44,606 | server.py:237 | fit_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:05:44,840 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:06:39,281 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:06:39,282 | server.py:223 | fit_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:15:34,946 | server.py:237 | fit_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:15:35,183 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:16:37,964 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:16:37,964 | server.py:223 | fit_round 7: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:25:45,732 | server.py:237 | fit_round 7 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:25:45,968 | server.py:173 | evaluate_round 7: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:26:45,801 | server.py:187 | evaluate_round 7 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:26:45,802 | server.py:223 | fit_round 8: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:36:03,798 | server.py:237 | fit_round 8 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:36:04,076 | server.py:173 | evaluate_round 8: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:37:02,640 | server.py:187 | evaluate_round 8 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:37:02,640 | server.py:223 | fit_round 9: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:46:04,523 | server.py:237 | fit_round 9 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:46:04,784 | server.py:173 | evaluate_round 9: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:47:07,294 | server.py:187 | evaluate_round 9 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:47:07,294 | server.py:223 | fit_round 10: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:56:32,273 | server.py:237 | fit_round 10 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:56:40,385 | server.py:173 | evaluate_round 10: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 22:57:33,219 | server.py:187 | evaluate_round 10 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 22:57:33,219 | server.py:223 | fit_round 11: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:06:49,844 | server.py:237 | fit_round 11 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:06:50,439 | server.py:173 | evaluate_round 11: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:07:40,715 | server.py:187 | evaluate_round 11 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:07:40,723 | server.py:223 | fit_round 12: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:16:28,612 | server.py:237 | fit_round 12 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:16:28,860 | server.py:173 | evaluate_round 12: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:17:32,212 | server.py:187 | evaluate_round 12 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:17:32,213 | server.py:223 | fit_round 13: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:27:09,870 | server.py:237 | fit_round 13 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:27:10,129 | server.py:173 | evaluate_round 13: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:28:08,114 | server.py:187 | evaluate_round 13 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:28:08,114 | server.py:223 | fit_round 14: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:37:19,027 | server.py:237 | fit_round 14 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:37:19,277 | server.py:173 | evaluate_round 14: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:38:20,513 | server.py:187 | evaluate_round 14 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:38:20,513 | server.py:223 | fit_round 15: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:47:59,358 | server.py:237 | fit_round 15 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:47:59,654 | server.py:173 | evaluate_round 15: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:49:11,517 | server.py:187 | evaluate_round 15 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:49:11,519 | server.py:223 | fit_round 16: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:58:31,523 | server.py:237 | fit_round 16 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:58:31,791 | server.py:173 | evaluate_round 16: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-21 23:59:54,728 | server.py:187 | evaluate_round 16 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-21 23:59:54,729 | server.py:223 | fit_round 17: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:11:14,529 | server.py:237 | fit_round 17 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:11:17,595 | server.py:173 | evaluate_round 17: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:12:22,109 | server.py:187 | evaluate_round 17 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:12:22,126 | server.py:223 | fit_round 18: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:21:47,428 | server.py:237 | fit_round 18 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:21:47,722 | server.py:173 | evaluate_round 18: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:22:42,988 | server.py:187 | evaluate_round 18 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:22:42,990 | server.py:223 | fit_round 19: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:32:07,721 | server.py:237 | fit_round 19 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:32:08,009 | server.py:173 | evaluate_round 19: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:33:02,341 | server.py:187 | evaluate_round 19 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:33:02,343 | server.py:223 | fit_round 20: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:41:29,734 | server.py:237 | fit_round 20 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-22 00:41:30,069 | server.py:173 | evaluate_round 20: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-22 00:42:27,292 | server.py:187 | evaluate_round 20 received 2 results and 0 failures
exp1 | INFO flwr 2023-11-22 00:42:27,295 | server.py:147 | FL finished in 12683.597362662025
exp1 | INFO flwr 2023-11-22 00:42:27,296 | app.py:218 | app_fit: losses_distributed [(1, 0.7025922432598506), (2, 0.6818735445406954), (3, 0.6407286606360751), (4, 0.6053346572266786), (5, 0.7511819324565931), (6, 0.7576594570290454), (7, 0.6520509019550715), (8, 0.8168618928343624), (9, 0.8005560600259005), (10, 0.5542390195815735), (11, 0.6727977222816119), (12, 0.6410474932465716), (13, 0.7750459070894655), (14, 0.5400371050653349), (15, 0.8051229026381054), (16, 0.4136067637925819), (17, 0.513335853985054), (18, 0.7048565083583498), (19, 0.7588229779961445), (20, 0.4563183834344262)]
