exp1 | INFO flwr 2023-11-24 19:28:19,794 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-24 19:28:20,951 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-24 19:28:20,952 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-24 19:28:20,952 | server.py:269 | Using initial parameters provided by strategy
exp1 | INFO flwr 2023-11-24 19:28:20,952 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-24 19:40:02,460 | server.py:95 | initial parameters (loss, other metrics): 0.0, {'CBIS-DDSM': [{'Accuracy': 0.5265151515151515, 'Loss': 0.6925197418998269, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.24937655860349128, 'Loss': 0.7213302698789859, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': 0.6940763124397823, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': 0.6952709126472473, 'Precision': 0.0, 'Recall': 0.0, 'F1': 0.0, 'AUC': 0.5, 'PRAUC': 0.75}]}
exp1 | INFO flwr 2023-11-24 19:40:02,495 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-24 19:41:58,788 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-24 19:56:37,844 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-24 19:56:38,377 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | INFO flwr 2023-11-24 19:58:34,182 | server.py:125 | fit progress: (1, 0.0, {'CBIS-DDSM': [{'Accuracy': 0.5643939393939394, 'Loss': 0.6837254026356865, 'Precision': 0.8125, 'Recall': 0.104, 'F1': 0.18439716312056736, 'AUC': 0.5412086330935252, 'PRAUC': 0.6703712121212122}], 'CMMD': [{'Accuracy': 0.3403990024937656, 'Loss': 0.707307495322882, 'Precision': 0.9010989010989011, 'Recall': 0.1362126245847176, 'F1': 0.23665223665223667, 'AUC': 0.5456063122923588, 'PRAUC': 0.8428452890263479}], 'VinDr': [{'Accuracy': 0.5014970059880239, 'Loss': 0.6953471927415757, 'Precision': 1.0, 'Recall': 0.0029940119760479044, 'F1': 0.005970149253731344, 'AUC': 0.5014970059880239, 'PRAUC': 0.750748502994012}], 'RSNA': [{'Accuracy': 0.5510204081632653, 'Loss': 0.687929425239563, 'Precision': 0.8333333333333334, 'Recall': 0.12755102040816327, 'F1': 0.22123893805309736, 'AUC': 0.5510204081632654, 'PRAUC': 0.6985544217687076}]}, 1111.6861601700075)
exp1 | DEBUG flwr 2023-11-24 19:58:34,183 | server.py:173 | evaluate_round 1: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 20:02:31,797 | server.py:187 | evaluate_round 1 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 20:02:31,800 | server.py:223 | fit_round 2: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 20:39:06,392 | server.py:237 | fit_round 2 received 4 results and 0 failures
