exp1 | INFO flwr 2023-11-17 13:21:35,358 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-17 13:21:35,375 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-17 13:21:35,375 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-17 13:21:35,376 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-17 13:22:06,084 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-17 13:22:06,085 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-17 13:22:06,085 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-17 13:22:52,369 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-17 13:24:18,934 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-17 13:24:19,317 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-17 13:24:19,320 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-17 13:24:28,724 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-17 13:24:28,773 | server.py:223 | fit_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-17 13:25:23,660 | server.py:237 | fit_round 2 received 1 results and 1 failures
