exp1 | INFO flwr 2023-11-23 23:13:04,557 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-23 23:13:05,887 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-23 23:13:05,887 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-23 23:13:05,887 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-23 23:24:05,655 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-23 23:24:05,656 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-23 23:24:05,656 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-23 23:24:43,283 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-23 23:39:40,325 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-23 23:39:40,880 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-23 23:39:40,880 | server.py:173 | evaluate_round 1: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-23 23:42:51,826 | server.py:187 | evaluate_round 1 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-23 23:42:51,827 | server.py:223 | fit_round 2: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 00:13:46,740 | server.py:237 | fit_round 2 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 00:13:47,499 | server.py:173 | evaluate_round 2: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 00:16:47,528 | server.py:187 | evaluate_round 2 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 00:16:47,558 | server.py:223 | fit_round 3: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 00:47:49,114 | server.py:237 | fit_round 3 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 00:47:49,761 | server.py:173 | evaluate_round 3: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 00:50:44,555 | server.py:187 | evaluate_round 3 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 00:50:44,556 | server.py:223 | fit_round 4: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 01:21:45,611 | server.py:237 | fit_round 4 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 01:21:46,823 | server.py:173 | evaluate_round 4: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 01:24:52,625 | server.py:187 | evaluate_round 4 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 01:24:52,665 | server.py:223 | fit_round 5: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 01:55:55,160 | server.py:237 | fit_round 5 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 01:55:55,666 | server.py:173 | evaluate_round 5: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 01:58:49,237 | server.py:187 | evaluate_round 5 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 01:58:49,240 | server.py:223 | fit_round 6: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 02:29:48,441 | server.py:237 | fit_round 6 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 02:29:49,670 | server.py:173 | evaluate_round 6: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 02:32:47,134 | server.py:187 | evaluate_round 6 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 02:32:47,159 | server.py:223 | fit_round 7: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 03:03:48,697 | server.py:237 | fit_round 7 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 03:03:49,182 | server.py:173 | evaluate_round 7: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 03:06:42,391 | server.py:187 | evaluate_round 7 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 03:06:42,392 | server.py:223 | fit_round 8: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 03:37:49,987 | server.py:237 | fit_round 8 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 03:37:51,225 | server.py:173 | evaluate_round 8: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 03:40:49,766 | server.py:187 | evaluate_round 8 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 03:40:49,791 | server.py:223 | fit_round 9: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 04:11:44,096 | server.py:237 | fit_round 9 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 04:11:44,575 | server.py:173 | evaluate_round 9: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 04:14:38,166 | server.py:187 | evaluate_round 9 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 04:14:38,166 | server.py:223 | fit_round 10: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 04:45:37,041 | server.py:237 | fit_round 10 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 04:45:38,205 | server.py:173 | evaluate_round 10: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 04:48:32,123 | server.py:187 | evaluate_round 10 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 04:48:32,141 | server.py:223 | fit_round 11: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 05:19:29,796 | server.py:237 | fit_round 11 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 05:19:30,187 | server.py:173 | evaluate_round 11: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 05:22:23,393 | server.py:187 | evaluate_round 11 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 05:22:23,395 | server.py:223 | fit_round 12: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 05:53:27,431 | server.py:237 | fit_round 12 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 05:53:28,760 | server.py:173 | evaluate_round 12: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 05:56:24,177 | server.py:187 | evaluate_round 12 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 05:56:24,178 | server.py:223 | fit_round 13: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 06:27:15,953 | server.py:237 | fit_round 13 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 06:27:16,399 | server.py:173 | evaluate_round 13: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 06:30:08,862 | server.py:187 | evaluate_round 13 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 06:30:08,863 | server.py:223 | fit_round 14: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 07:01:24,291 | server.py:237 | fit_round 14 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 07:01:25,423 | server.py:173 | evaluate_round 14: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 07:04:19,159 | server.py:187 | evaluate_round 14 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 07:04:19,180 | server.py:223 | fit_round 15: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 07:35:16,689 | server.py:237 | fit_round 15 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 07:35:17,162 | server.py:173 | evaluate_round 15: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 07:38:07,984 | server.py:187 | evaluate_round 15 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 07:38:07,985 | server.py:223 | fit_round 16: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 08:09:13,653 | server.py:237 | fit_round 16 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 08:09:14,937 | server.py:173 | evaluate_round 16: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 08:12:12,373 | server.py:187 | evaluate_round 16 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 08:12:12,396 | server.py:223 | fit_round 17: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 08:42:58,262 | server.py:237 | fit_round 17 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 08:42:58,751 | server.py:173 | evaluate_round 17: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 08:45:55,506 | server.py:187 | evaluate_round 17 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 08:45:55,507 | server.py:223 | fit_round 18: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 09:16:52,700 | server.py:237 | fit_round 18 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 09:16:53,542 | server.py:173 | evaluate_round 18: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 09:19:47,544 | server.py:187 | evaluate_round 18 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 09:19:47,544 | server.py:223 | fit_round 19: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 09:50:46,210 | server.py:237 | fit_round 19 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 09:50:46,704 | server.py:173 | evaluate_round 19: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 09:53:41,673 | server.py:187 | evaluate_round 19 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 09:53:41,675 | server.py:223 | fit_round 20: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 10:24:37,861 | server.py:237 | fit_round 20 received 4 results and 0 failures
exp1 | DEBUG flwr 2023-11-24 10:24:39,224 | server.py:173 | evaluate_round 20: strategy sampled 4 clients (out of 4)
exp1 | DEBUG flwr 2023-11-24 10:27:32,426 | server.py:187 | evaluate_round 20 received 4 results and 0 failures
exp1 | INFO flwr 2023-11-24 10:27:32,452 | server.py:147 | FL finished in 39806.795942991
exp1 | INFO flwr 2023-11-24 10:27:32,453 | app.py:218 | app_fit: losses_distributed [(1, 0.9539933275862449), (2, 0.6723671587480202), (3, 0.6158983451458832), (4, 0.6637221982427509), (5, 0.682268304692499), (6, 0.7640826603150659), (7, 0.7282067297178961), (8, 0.6312951628094222), (9, 0.6833287146948243), (10, 0.6609216856429404), (11, 0.822328326506987), (12, 0.6240332355391609), (13, 0.5873418404376406), (14, 0.5520396679920176), (15, 0.7444858668776806), (16, 0.6560014370523974), (17, 0.849366767575521), (18, 0.9360364028029249), (19, 0.6131855173567389), (20, 0.47445915849670867)]
exp1 | INFO flwr 2023-11-24 10:27:32,453 | app.py:219 | app_fit: metrics_distributed_fit {}
