exp1 | INFO flwr 2023-11-24 20:24:03,828 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=60, round_timeout=None)
exp1 | INFO flwr 2023-11-24 20:24:03,966 | app.py:172 | Flower ECE: gRPC server running (60 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-24 20:24:03,967 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-24 20:24:03,967 | server.py:269 | Using initial parameters provided by strategy
exp1 | INFO flwr 2023-11-24 20:24:03,967 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-24 20:35:07,762 | server.py:95 | initial parameters (loss, other metrics): 0.0, {'CBIS-DDSM': [{'Accuracy': 0.4734848484848485, 'Loss': 0.7016048150904038, 'Precision': 0.4734848484848485, 'Recall': 1.0, 'F1': 0.6426735218508998, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.7506234413965087, 'Loss': 0.6557185194071602, 'Precision': 0.7506234413965087, 'Recall': 1.0, 'F1': 0.8575498575498576, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5, 'Loss': 0.6955191932973408, 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}], 'RSNA': [{'Accuracy': 0.5, 'Loss': 0.6944122195243836, 'Precision': 0.5, 'Recall': 1.0, 'F1': 0.6666666666666666, 'AUC': 0.5, 'PRAUC': 0.75}]}
exp1 | INFO flwr 2023-11-24 20:35:07,765 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-24 20:38:40,140 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-24 21:11:13,788 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-24 21:11:14,824 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | INFO flwr 2023-11-24 21:18:19,154 | server.py:125 | fit progress: (1, 0.0, {'CBIS-DDSM': [{'Accuracy': 0.4734848484848485, 'Loss': 0.6879511265193715, 'Precision': 0.4734848484848485, 'Recall': 1.0, 'F1': 0.6426735218508998, 'AUC': 0.5, 'PRAUC': 0.7367424242424243}], 'CMMD': [{'Accuracy': 0.7506234413965087, 'Loss': 0.6524299359789082, 'Precision': 0.7506234413965087, 'Recall': 1.0, 'F1': 0.8575498575498576, 'AUC': 0.5, 'PRAUC': 0.8753117206982544}], 'VinDr': [{'Accuracy': 0.5359281437125748, 'Loss': 0.6839966490155175, 'Precision': 0.5194174757281553, 'Recall': 0.9610778443113772, 'F1': 0.6743697478991597, 'AUC': 0.5359281437125748, 'PRAUC': 0.749978198941922}], 'RSNA': [{'Accuracy': 0.5178571428571429, 'Loss': 0.6896017241477966, 'Precision': 0.5092838196286472, 'Recall': 0.9795918367346939, 'F1': 0.6701570680628272, 'AUC': 0.5178571428571429, 'PRAUC': 0.7495398689979971}]}, 2591.3883415670134)
