exp1 | INFO flwr 2023-11-20 14:27:17,855 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=20, round_timeout=None)
exp1 | INFO flwr 2023-11-20 14:27:18,005 | app.py:172 | Flower ECE: gRPC server running (20 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-20 14:27:18,005 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-20 14:27:18,005 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-20 14:31:07,649 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-20 14:31:07,650 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-20 14:31:07,650 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-20 14:31:51,710 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:35:39,826 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-20 14:35:40,207 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-20 14:35:40,209 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:36:01,818 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-20 14:36:01,819 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-20 14:36:01,819 | server.py:223 | fit_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:39:18,948 | server.py:237 | fit_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:39:19,304 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:39:41,835 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:39:41,835 | server.py:223 | fit_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:43:08,411 | server.py:237 | fit_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:43:08,690 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:43:26,127 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:43:26,128 | server.py:223 | fit_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:46:43,057 | server.py:237 | fit_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:46:43,443 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:47:03,133 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:47:03,134 | server.py:223 | fit_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:50:08,453 | server.py:237 | fit_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:50:08,872 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:50:24,945 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:50:24,945 | server.py:223 | fit_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:53:43,459 | server.py:237 | fit_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:53:43,872 | server.py:173 | evaluate_round 6: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:53:57,112 | server.py:187 | evaluate_round 6 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:53:57,113 | server.py:223 | fit_round 7: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:57:32,131 | server.py:237 | fit_round 7 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:57:32,467 | server.py:173 | evaluate_round 7: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:57:59,061 | server.py:187 | evaluate_round 7 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 14:57:59,063 | server.py:223 | fit_round 8: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:01:16,517 | server.py:237 | fit_round 8 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 15:01:16,848 | server.py:173 | evaluate_round 8: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:01:39,775 | server.py:187 | evaluate_round 8 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 15:01:39,775 | server.py:223 | fit_round 9: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:05:20,516 | server.py:237 | fit_round 9 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 15:05:20,775 | server.py:173 | evaluate_round 9: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:05:37,654 | server.py:187 | evaluate_round 9 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 15:05:37,655 | server.py:223 | fit_round 10: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:08:55,643 | server.py:237 | fit_round 10 received 2 results and 0 failures
exp1 | DEBUG flwr 2023-11-20 15:08:55,941 | server.py:173 | evaluate_round 10: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 15:09:19,088 | server.py:187 | evaluate_round 10 received 2 results and 0 failures
