exp1 | INFO flwr 2023-11-20 13:53:48,275 | app.py:151 | Starting Flower server, config: ServerConfig(num_rounds=60, round_timeout=None)
exp1 | INFO flwr 2023-11-20 13:53:48,592 | app.py:172 | Flower ECE: gRPC server running (60 rounds), SSL is disabled
exp1 | INFO flwr 2023-11-20 13:53:48,593 | server.py:86 | Initializing global parameters
exp1 | INFO flwr 2023-11-20 13:53:48,593 | server.py:273 | Requesting initial parameters from one random client
exp1 | INFO flwr 2023-11-20 13:58:34,620 | server.py:277 | Received initial parameters from one random client
exp1 | INFO flwr 2023-11-20 13:58:34,621 | server.py:88 | Evaluating initial parameters
exp1 | INFO flwr 2023-11-20 13:58:34,622 | server.py:101 | FL starting
exp1 | DEBUG flwr 2023-11-20 13:58:59,989 | server.py:223 | fit_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:02:35,272 | server.py:237 | fit_round 1 received 2 results and 0 failures
exp1 | WARNING flwr 2023-11-20 14:02:35,691 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
exp1 | DEBUG flwr 2023-11-20 14:02:35,694 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
exp1 | DEBUG flwr 2023-11-20 14:02:52,330 | server.py:187 | evaluate_round 1 received 0 results and 2 failures
